tau,w_in,w_re,prob_neu_e,acc,acc_train,num_spikes,std_spikes
200.0,5.0,0.5,0.78,0.8933333333333333,0.9791666666666666,2237.4216666666666,202.12066659272844
200.0,5.0,0.5,0.78,0.9016666666666666,0.9708333333333332,2031.0483333333332,194.2816151807016
200.0,5.0,0.5,0.85,0.8733333333333333,0.98125,2264.01,213.7698370522215
200.0,5.0,0.5,0.85,0.8766666666666667,0.9733333333333334,2294.9083333333333,215.66688804084464
200.0,5.0,0.5,0.85,0.875,0.985,2174.998333333333,223.99047226140868
200.0,5.0,0.5,0.85,0.8883333333333333,0.9933333333333332,2260.903333333333,232.710837712576
200.0,5.0,0.5,0.85,0.8833333333333333,0.9729166666666668,2357.98,227.04881912634264
200.0,5.0,1.3,0.65,0.87,0.9733333333333334,2749.9333333333334,307.2916999999982
200.0,5.0,1.3,0.65,0.8766666666666667,0.995,2773.4266666666667,319.02675638398875
200.0,5.0,1.3,0.65,0.855,0.9958333333333332,2571.653333333333,311.2383542488868
200.0,5.0,1.3,0.65,0.8833333333333333,0.9895833333333334,2586.2516666666666,299.33742108845814
200.0,5.0,1.3,0.65,0.855,0.99625,2729.635,287.10370096592857
200.0,5.0,1.3,0.72,0.89,0.9908333333333332,2571.095,308.3815806891413
200.0,5.0,1.3,0.72,0.8666666666666667,0.9975,3467.3783333333336,421.80553006951226
200.0,5.0,1.3,0.72,0.895,0.9954166666666666,3438.1783333333333,412.58485171403095
200.0,5.0,1.3,0.72,0.8933333333333333,0.9983333333333332,3514.393333333333,431.4619820512064
200.0,5.0,1.3,0.72,0.8833333333333333,0.9779166666666668,3632.04,481.79356755080624
200.0,5.0,1.3,0.78,0.8766666666666667,0.9933333333333332,2812.431666666667,363.6495959902731
200.0,5.0,1.3,0.78,0.89,0.9975,3920.46,471.3674310627185
200.0,5.0,1.3,0.78,0.8716666666666667,0.9920833333333332,4045.0033333333336,488.676126545543
200.0,5.0,1.3,0.78,0.8683333333333333,0.9995833333333334,3878.123333333333,459.5500315042482
200.0,5.0,1.3,0.78,0.8733333333333333,0.9970833333333332,4093.61,535.067928304435
200.0,5.0,1.3,0.85,0.8933333333333333,1.0,4222.515,518.2380949991359
200.0,5.0,1.3,0.85,0.8883333333333333,0.99875,4452.516666666666,557.8354414361122
200.0,5.0,1.3,0.85,0.855,0.9916666666666668,4354.628333333333,629.8457590531369
200.0,5.0,1.3,0.85,0.87,0.99625,4337.791666666667,645.2933918747519
200.0,5.0,1.3,0.85,0.8716666666666667,0.9983333333333332,4249.203333333333,534.521176994472
200.0,5.0,2.1,0.65,0.86,0.9995833333333334,4352.245,639.1873551432319
200.0,5.0,2.1,0.65,0.8516666666666667,0.9995833333333334,5595.11,720.1354279346814
200.0,5.0,2.1,0.65,0.845,0.9941666666666666,5505.156666666667,998.378885388152
200.0,5.0,2.1,0.65,0.8633333333333333,0.9825,5557.8,1001.3429249429654
200.0,5.0,2.1,0.65,0.86,0.9995833333333334,5833.053333333333,825.971192287533
200.0,5.0,2.1,0.72,0.8516666666666667,0.9995833333333334,6475.618333333333,942.4263592790096
200.0,5.0,2.1,0.72,0.8533333333333334,0.9983333333333332,6779.015,1159.2397960624885
200.0,5.0,2.1,0.72,0.8416666666666667,0.9991666666666666,6635.256666666667,1007.7202806941132
200.0,5.0,2.1,0.72,0.8483333333333334,0.99625,6710.643333333333,909.8453070653762
200.0,5.0,2.1,0.72,0.835,0.99875,6988.968333333333,916.7959627586476
200.0,5.0,2.1,0.78,0.8733333333333333,0.9991666666666666,7926.201666666667,1228.0105052470938
200.0,5.0,2.1,0.78,0.86,0.9995833333333334,5638.286666666667,740.493160775679
200.0,5.0,2.1,0.78,0.84,1.0,8060.295,1089.0583201287554
200.0,5.0,2.1,0.78,0.8566666666666667,1.0,8785.421666666667,1444.5145276287656
200.0,5.0,2.1,0.78,0.8516666666666667,0.9995833333333334,7793.573333333334,1072.4696893722555
200.0,5.0,2.1,0.85,0.8666666666666667,1.0,9622.241666666669,1515.3921769398692
200.0,5.0,2.1,0.85,0.8733333333333333,0.9975,9193.551666666666,1724.3476691193173
200.0,5.0,2.1,0.85,0.89,0.9995833333333334,8873.658333333333,1413.2112810654164
200.0,5.0,2.1,0.85,0.9,0.9979166666666668,9281.311666666666,1395.0337527089523
200.0,5.0,2.1,0.85,0.87,1.0,9476.87,1650.240701564472
200.0,5.0,3.0,0.65,0.8533333333333334,1.0,7218.645,897.6759079097905
200.0,5.0,3.0,0.65,0.845,1.0,9026.69,1310.0991962061498
200.0,5.0,3.0,0.65,0.8583333333333333,1.0,9482.131666666666,1567.1571845214578
200.0,5.0,3.0,0.65,0.8383333333333334,1.0,9745.293333333331,1574.1099730606147
200.0,5.0,3.0,0.65,0.855,0.9954166666666666,7862.878333333333,1398.2620129517531
200.0,5.0,3.0,0.72,0.85,0.9995833333333334,8705.368333333334,1639.185549593829
200.0,5.0,3.0,0.72,0.8666666666666667,0.9983333333333332,11408.235,1434.4459208262265
200.0,5.0,3.0,0.72,0.875,0.9995833333333334,11166.268333333332,1430.5768637152016
200.0,5.0,3.0,0.72,0.8666666666666667,0.9991666666666666,11456.623333333331,1497.9167226926277
200.0,5.0,3.0,0.72,0.875,0.9991666666666666,12045.625,1544.0537202577077
200.0,5.0,3.0,0.78,0.8683333333333333,0.9975,11773.323333333334,1654.238099183092
200.0,5.0,3.0,0.78,0.8716666666666667,0.9954166666666666,12265.62,1959.3801347024687
200.0,5.0,3.0,0.78,0.865,0.99875,11727.343333333334,1707.9216684191215
200.0,5.0,3.0,0.78,0.8966666666666666,0.9908333333333332,12394.916666666666,1955.15682228363
200.0,5.0,3.0,0.78,0.84,0.9975,12657.413333333334,1447.9373855553592
200.0,5.0,3.0,0.85,0.8683333333333333,0.9770833333333332,14325.268333333332,842.0739771523771
200.0,5.0,3.0,0.85,0.855,0.9875,13948.993333333334,1512.4361727432408
200.0,5.0,3.0,0.85,0.8616666666666667,0.9775,14125.756666666666,1218.389100734609
200.0,5.0,3.0,0.85,0.8933333333333333,0.9825,13954.095,1447.5974184748327
200.0,5.0,3.0,0.85,0.855,0.9675,14547.481666666668,1080.3385656036517
