n_neu,c_ie,L,pneu_e,tau,acc,acc_train,mean,mean_train,num_spikes,std_spikes
1000.0,0.1,3.0,0.9,120.0,0.87,1.0,0.017,0.0,10407.0,1710.0
1000.0,0.1,3.0,0.9,200.0,0.876,1.0,0.015,0.0,11405.0,2010.0
1000.0,0.1,3.0,0.9,200.0,0.892,0.999,0.014,0.001,10349.0,1526.0
1000.0,0.1,3.0,0.9,200.0,0.885,1.0,0.014,0.0,8942.0,1095.0
1000.0,0.1,3.0,0.9,200.0,0.88,1.0,0.008,0.0,9265.0,1188.0
1000.0,0.1,3.0,0.9,200.0,0.878,0.999,0.017,0.0,11036.0,1701.0
1000.0,0.2,2.0,0.7,10.0,0.601,0.669,0.016,0.006,297.0,14.0
1000.0,0.2,2.0,0.7,10.0,0.623,0.704,0.016,0.006,345.0,18.0
1000.0,0.2,2.0,0.7,10.0,0.565,0.627,0.016,0.005,235.0,10.0
1000.0,0.2,2.0,0.7,10.0,0.49,0.55,0.008,0.003,211.0,14.0
1000.0,0.2,2.0,0.7,10.0,0.538,0.615,0.016,0.005,321.0,11.0
1000.0,0.2,2.0,0.7,20.0,0.843,0.934,0.014,0.005,720.0,118.0
1000.0,0.2,2.0,0.7,20.0,0.831,0.922,0.012,0.004,641.0,97.0
1000.0,0.2,2.0,0.7,20.0,0.815,0.922,0.023,0.004,661.0,96.0
1000.0,0.2,2.0,0.7,20.0,0.823,0.915,0.014,0.005,616.0,94.0
1000.0,0.2,2.0,0.7,20.0,0.808,0.901,0.011,0.007,538.0,89.0
1000.0,0.2,2.0,0.7,30.0,0.86,0.952,0.011,0.002,1011.0,163.0
1000.0,0.2,2.0,0.7,30.0,0.87,0.943,0.011,0.004,939.0,158.0
1000.0,0.2,2.0,0.7,30.0,0.882,0.968,0.008,0.002,1104.0,174.0
1000.0,0.2,2.0,0.7,30.0,0.853,0.948,0.007,0.002,921.0,165.0
1000.0,0.2,2.0,0.7,30.0,0.878,0.965,0.009,0.002,1062.0,169.0
1000.0,0.2,2.0,0.7,80.0,0.878,0.974,0.009,0.006,1846.0,211.0
1000.0,0.2,2.0,0.7,80.0,0.889,0.984,0.012,0.003,1927.0,211.0
1000.0,0.2,2.0,0.7,80.0,0.875,0.978,0.007,0.004,1835.0,202.0
1000.0,0.2,2.0,0.7,80.0,0.896,0.978,0.017,0.006,1884.0,213.0
1000.0,0.2,2.0,0.7,80.0,0.896,0.982,0.005,0.002,1896.0,231.0
1000.0,0.2,2.0,0.7,120.0,0.87,0.969,0.016,0.005,2214.0,242.0
1000.0,0.2,2.0,0.7,120.0,0.867,0.976,0.007,0.003,2161.0,236.0
1000.0,0.2,2.0,0.7,120.0,0.885,0.98,0.014,0.01,2337.0,268.0
1000.0,0.2,2.0,0.7,120.0,0.871,0.989,0.006,0.001,1992.0,233.0
1000.0,0.2,2.0,0.7,120.0,0.883,0.983,0.009,0.006,2295.0,227.0
1000.0,0.2,2.0,0.7,200.0,0.886,0.989,0.006,0.004,2548.0,269.0
1000.0,0.2,2.0,0.7,200.0,0.882,0.983,0.01,0.007,2470.0,252.0
1000.0,0.2,2.0,0.7,200.0,0.896,0.979,0.011,0.006,2202.0,230.0
1000.0,0.2,2.0,0.7,200.0,0.888,0.982,0.014,0.007,2432.0,237.0
1000.0,0.2,2.0,0.7,200.0,0.889,0.991,0.003,0.003,2391.0,246.0
1000.0,0.2,2.0,0.75,10.0,0.603,0.696,0.013,0.008,398.0,19.0
1000.0,0.2,2.0,0.75,10.0,0.593,0.67,0.013,0.004,372.0,15.0
1000.0,0.2,2.0,0.75,10.0,0.568,0.658,0.016,0.005,392.0,20.0
1000.0,0.2,2.0,0.75,10.0,0.64,0.72,0.016,0.003,324.0,15.0
1000.0,0.2,2.0,0.75,10.0,0.562,0.633,0.016,0.009,285.0,13.0
1000.0,0.2,2.0,0.75,20.0,0.817,0.902,0.021,0.005,588.0,105.0
1000.0,0.2,2.0,0.75,20.0,0.823,0.907,0.007,0.008,620.0,101.0
1000.0,0.2,2.0,0.75,20.0,0.819,0.905,0.026,0.005,577.0,99.0
1000.0,0.2,2.0,0.75,20.0,0.769,0.866,0.021,0.006,536.0,92.0
1000.0,0.2,2.0,0.75,20.0,0.818,0.904,0.018,0.005,587.0,105.0
1000.0,0.2,2.0,0.75,30.0,0.864,0.95,0.011,0.007,1043.0,167.0
1000.0,0.2,2.0,0.75,30.0,0.853,0.938,0.01,0.006,988.0,162.0
1000.0,0.2,2.0,0.75,30.0,0.872,0.958,0.007,0.006,1000.0,164.0
1000.0,0.2,2.0,0.75,30.0,0.872,0.953,0.017,0.004,1082.0,174.0
1000.0,0.2,2.0,0.75,30.0,0.872,0.957,0.009,0.003,1121.0,189.0
1000.0,0.2,2.0,0.75,80.0,0.872,0.976,0.016,0.004,1840.0,209.0
1000.0,0.2,2.0,0.75,80.0,0.89,0.983,0.01,0.003,1959.0,219.0
1000.0,0.2,2.0,0.75,80.0,0.879,0.99,0.013,0.002,1834.0,210.0
1000.0,0.2,2.0,0.75,80.0,0.889,0.984,0.017,0.002,1930.0,205.0
1000.0,0.2,2.0,0.75,80.0,0.874,0.968,0.009,0.005,1907.0,221.0
1000.0,0.2,2.0,0.75,120.0,0.872,0.98,0.006,0.007,2329.0,265.0
1000.0,0.2,2.0,0.75,120.0,0.867,0.989,0.017,0.003,2315.0,273.0
1000.0,0.2,2.0,0.75,120.0,0.876,0.966,0.014,0.014,2079.0,229.0
1000.0,0.2,2.0,0.75,120.0,0.874,0.983,0.01,0.005,2094.0,253.0
1000.0,0.2,2.0,0.75,120.0,0.887,0.979,0.014,0.004,2424.0,260.0
1000.0,0.2,2.0,0.75,200.0,0.88,0.986,0.012,0.005,2535.0,283.0
1000.0,0.2,2.0,0.75,200.0,0.883,0.98,0.012,0.003,2297.0,242.0
1000.0,0.2,2.0,0.75,200.0,0.877,0.984,0.009,0.002,2389.0,267.0
1000.0,0.2,2.0,0.75,200.0,0.885,0.994,0.011,0.003,2567.0,297.0
1000.0,0.2,2.0,0.75,200.0,0.887,0.989,0.016,0.006,2337.0,260.0
1000.0,0.2,2.0,0.8,10.0,0.545,0.639,0.013,0.007,416.0,19.0
1000.0,0.2,2.0,0.8,10.0,0.612,0.69,0.023,0.005,347.0,22.0
1000.0,0.2,2.0,0.8,10.0,0.544,0.641,0.018,0.004,408.0,18.0
1000.0,0.2,2.0,0.8,10.0,0.645,0.743,0.019,0.002,421.0,21.0
1000.0,0.2,2.0,0.8,10.0,0.548,0.64,0.01,0.006,286.0,13.0
1000.0,0.2,2.0,0.8,20.0,0.819,0.916,0.011,0.006,541.0,109.0
1000.0,0.2,2.0,0.8,20.0,0.818,0.913,0.006,0.004,649.0,112.0
1000.0,0.2,2.0,0.8,20.0,0.812,0.902,0.016,0.005,595.0,93.0
1000.0,0.2,2.0,0.8,20.0,0.82,0.904,0.012,0.002,566.0,94.0
1000.0,0.2,2.0,0.8,20.0,0.833,0.927,0.017,0.003,715.0,107.0
1000.0,0.2,2.0,0.8,30.0,0.868,0.963,0.012,0.004,1227.0,191.0
1000.0,0.2,2.0,0.8,30.0,0.879,0.958,0.01,0.002,1030.0,168.0
1000.0,0.2,2.0,0.8,30.0,0.872,0.972,0.009,0.003,1125.0,181.0
1000.0,0.2,2.0,0.8,30.0,0.878,0.968,0.009,0.001,1194.0,192.0
1000.0,0.2,2.0,0.8,30.0,0.86,0.951,0.013,0.006,1021.0,167.0
1000.0,0.2,2.0,0.8,80.0,0.883,0.978,0.011,0.005,1902.0,228.0
1000.0,0.2,2.0,0.8,80.0,0.892,0.988,0.01,0.003,2137.0,238.0
1000.0,0.2,2.0,0.8,80.0,0.874,0.983,0.013,0.005,2077.0,243.0
1000.0,0.2,2.0,0.8,80.0,0.893,0.982,0.007,0.002,2220.0,263.0
1000.0,0.2,2.0,0.8,80.0,0.868,0.979,0.006,0.005,1941.0,232.0
1000.0,0.2,2.0,0.8,120.0,0.884,0.975,0.017,0.008,2258.0,231.0
1000.0,0.2,2.0,0.8,120.0,0.888,0.995,0.017,0.001,2367.0,239.0
1000.0,0.2,2.0,0.8,120.0,0.875,0.968,0.016,0.009,2316.0,243.0
1000.0,0.2,2.0,0.8,120.0,0.889,0.987,0.012,0.001,2100.0,236.0
1000.0,0.2,2.0,0.8,120.0,0.88,0.992,0.011,0.003,2554.0,280.0
1000.0,0.2,2.0,0.8,200.0,0.874,0.983,0.019,0.006,2958.0,311.0
1000.0,0.2,2.0,0.8,200.0,0.875,0.985,0.02,0.007,2359.0,270.0
1000.0,0.2,2.0,0.8,200.0,0.874,0.982,0.012,0.007,2574.0,289.0
1000.0,0.2,2.0,0.8,200.0,0.874,0.986,0.011,0.007,2503.0,270.0
1000.0,0.2,2.0,0.8,200.0,0.877,0.983,0.018,0.007,2245.0,239.0
1000.0,0.2,2.0,0.85,10.0,0.601,0.693,0.016,0.005,406.0,23.0
1000.0,0.2,2.0,0.85,10.0,0.566,0.638,0.025,0.005,297.0,13.0
1000.0,0.2,2.0,0.85,10.0,0.666,0.744,0.019,0.007,440.0,24.0
1000.0,0.2,2.0,0.85,10.0,0.592,0.695,0.017,0.006,384.0,16.0
1000.0,0.2,2.0,0.85,10.0,0.584,0.653,0.02,0.005,275.0,11.0
1000.0,0.2,2.0,0.85,20.0,0.827,0.921,0.007,0.004,606.0,101.0
1000.0,0.2,2.0,0.85,20.0,0.842,0.933,0.014,0.005,627.0,107.0
1000.0,0.2,2.0,0.85,20.0,0.826,0.923,0.017,0.005,779.0,130.0
1000.0,0.2,2.0,0.85,20.0,0.835,0.923,0.02,0.006,665.0,108.0
1000.0,0.2,2.0,0.85,20.0,0.851,0.943,0.006,0.002,613.0,119.0
1000.0,0.2,2.0,0.85,30.0,0.866,0.951,0.006,0.008,870.0,155.0
1000.0,0.2,2.0,0.85,30.0,0.857,0.956,0.01,0.003,926.0,155.0
1000.0,0.2,2.0,0.85,30.0,0.873,0.964,0.008,0.004,1091.0,180.0
1000.0,0.2,2.0,0.85,30.0,0.862,0.952,0.015,0.003,926.0,161.0
1000.0,0.2,2.0,0.85,30.0,0.863,0.966,0.013,0.004,1108.0,190.0
1000.0,0.2,2.0,0.85,80.0,0.882,0.98,0.016,0.005,1817.0,202.0
1000.0,0.2,2.0,0.85,80.0,0.875,0.992,0.017,0.001,2281.0,241.0
1000.0,0.2,2.0,0.85,80.0,0.891,0.991,0.01,0.001,2263.0,280.0
1000.0,0.2,2.0,0.85,80.0,0.876,0.978,0.007,0.006,2147.0,267.0
1000.0,0.2,2.0,0.85,80.0,0.893,0.986,0.012,0.002,2078.0,240.0
1000.0,0.2,2.0,0.85,120.0,0.877,0.985,0.015,0.005,2204.0,271.0
1000.0,0.2,2.0,0.85,120.0,0.876,0.983,0.017,0.003,2332.0,255.0
1000.0,0.2,2.0,0.85,120.0,0.877,0.988,0.012,0.002,2180.0,266.0
1000.0,0.2,2.0,0.85,120.0,0.879,0.987,0.014,0.001,2068.0,254.0
1000.0,0.2,2.0,0.85,120.0,0.883,0.982,0.009,0.007,2329.0,253.0
1000.0,0.2,2.0,0.85,200.0,0.889,0.997,0.014,0.001,2449.0,284.0
1000.0,0.2,2.0,0.85,200.0,0.886,0.995,0.011,0.002,2665.0,315.0
1000.0,0.2,2.0,0.85,200.0,0.877,0.991,0.008,0.004,2627.0,312.0
1000.0,0.2,2.0,0.85,200.0,0.876,0.994,0.016,0.002,2801.0,330.0
1000.0,0.2,2.0,0.85,200.0,0.881,0.992,0.015,0.003,2722.0,296.0
1000.0,0.2,2.0,0.9,10.0,0.597,0.667,0.017,0.009,371.0,14.0
1000.0,0.2,2.0,0.9,10.0,0.55,0.625,0.022,0.005,319.0,16.0
1000.0,0.2,2.0,0.9,10.0,0.642,0.726,0.012,0.001,359.0,15.0
1000.0,0.2,2.0,0.9,10.0,0.602,0.683,0.022,0.01,381.0,21.0
1000.0,0.2,2.0,0.9,10.0,0.61,0.682,0.028,0.007,294.0,16.0
1000.0,0.2,2.0,0.9,20.0,0.828,0.912,0.008,0.002,548.0,96.0
1000.0,0.2,2.0,0.9,20.0,0.845,0.931,0.014,0.003,719.0,123.0
1000.0,0.2,2.0,0.9,20.0,0.846,0.93,0.008,0.003,705.0,106.0
1000.0,0.2,2.0,0.9,20.0,0.857,0.961,0.007,0.002,753.0,138.0
1000.0,0.2,2.0,0.9,20.0,0.836,0.93,0.015,0.007,679.0,114.0
1000.0,0.2,2.0,0.9,30.0,0.877,0.966,0.009,0.005,1146.0,214.0
1000.0,0.2,2.0,0.9,30.0,0.886,0.967,0.014,0.001,1085.0,166.0
1000.0,0.2,2.0,0.9,30.0,0.862,0.94,0.015,0.006,865.0,154.0
1000.0,0.2,2.0,0.9,30.0,0.868,0.961,0.006,0.004,1118.0,167.0
1000.0,0.2,2.0,0.9,30.0,0.872,0.957,0.009,0.002,1135.0,207.0
1000.0,0.2,2.0,0.9,80.0,0.88,0.987,0.008,0.003,2289.0,272.0
1000.0,0.2,2.0,0.9,80.0,0.884,0.99,0.012,0.002,2016.0,254.0
1000.0,0.2,2.0,0.9,80.0,0.878,0.974,0.013,0.009,1950.0,220.0
1000.0,0.2,2.0,0.9,80.0,0.889,0.992,0.017,0.003,2460.0,318.0
1000.0,0.2,2.0,0.9,80.0,0.879,0.985,0.019,0.006,2285.0,277.0
1000.0,0.2,2.0,0.9,120.0,0.879,0.986,0.006,0.002,2166.0,249.0
1000.0,0.2,2.0,0.9,120.0,0.876,0.991,0.009,0.003,2637.0,322.0
1000.0,0.2,2.0,0.9,120.0,0.884,0.985,0.007,0.006,2289.0,262.0
1000.0,0.2,2.0,0.9,120.0,0.875,0.988,0.006,0.005,2485.0,286.0
1000.0,0.2,2.0,0.9,120.0,0.875,0.995,0.011,0.001,2377.0,283.0
1000.0,0.2,2.0,0.9,200.0,0.876,0.994,0.014,0.003,2720.0,296.0
1000.0,0.2,2.0,0.9,200.0,0.889,0.998,0.016,0.001,2946.0,334.0
1000.0,0.2,2.0,0.9,200.0,0.875,0.994,0.014,0.003,2461.0,267.0
1000.0,0.2,2.0,0.9,200.0,0.874,0.993,0.015,0.003,2851.0,326.0
1000.0,0.2,2.0,0.9,200.0,0.876,0.992,0.004,0.004,2779.0,309.0
1000.0,0.2,3.0,0.7,10.0,0.668,0.758,0.02,0.007,328.0,29.0
1000.0,0.2,3.0,0.7,10.0,0.688,0.779,0.033,0.008,320.0,22.0
1000.0,0.2,3.0,0.7,10.0,0.614,0.683,0.013,0.008,253.0,16.0
1000.0,0.2,3.0,0.7,10.0,0.709,0.85,0.011,0.014,646.0,112.0
1000.0,0.2,3.0,0.7,10.0,0.62,0.691,0.029,0.007,341.0,23.0
1000.0,0.2,3.0,0.7,20.0,0.815,0.933,0.01,0.004,606.0,116.0
1000.0,0.2,3.0,0.7,20.0,0.846,0.969,0.016,0.007,934.0,142.0
1000.0,0.2,3.0,0.7,20.0,0.866,0.971,0.009,0.002,918.0,166.0
1000.0,0.2,3.0,0.7,20.0,0.854,0.963,0.014,0.006,852.0,159.0
1000.0,0.2,3.0,0.7,20.0,0.832,0.953,0.017,0.005,891.0,122.0
1000.0,0.2,3.0,0.7,30.0,0.881,0.971,0.012,0.002,1246.0,172.0
1000.0,0.2,3.0,0.7,30.0,0.881,0.987,0.011,0.002,1203.0,188.0
1000.0,0.2,3.0,0.7,30.0,0.886,0.992,0.009,0.002,1394.0,196.0
1000.0,0.2,3.0,0.7,30.0,0.885,0.985,0.015,0.002,1262.0,168.0
1000.0,0.2,3.0,0.7,30.0,0.87,0.988,0.005,0.005,1320.0,177.0
1000.0,0.2,3.0,0.7,80.0,0.865,0.998,0.015,0.001,2746.0,391.0
1000.0,0.2,3.0,0.7,80.0,0.868,1.0,0.017,0.001,3346.0,449.0
1000.0,0.2,3.0,0.7,80.0,0.869,0.995,0.016,0.003,2642.0,406.0
1000.0,0.2,3.0,0.7,80.0,0.863,1.0,0.018,0.0,2626.0,355.0
1000.0,0.2,3.0,0.7,80.0,0.855,0.998,0.02,0.001,2733.0,399.0
1000.0,0.2,3.0,0.7,120.0,0.866,1.0,0.02,0.0,4616.0,798.0
1000.0,0.2,3.0,0.7,120.0,0.876,0.999,0.011,0.001,3420.0,472.0
1000.0,0.2,3.0,0.7,120.0,0.854,1.0,0.008,0.0,6250.0,1076.0
1000.0,0.2,3.0,0.7,120.0,0.862,0.996,0.016,0.001,3605.0,618.0
1000.0,0.2,3.0,0.7,120.0,0.848,1.0,0.009,0.0,4778.0,947.0
1000.0,0.2,3.0,0.7,200.0,0.865,0.995,0.016,0.002,4622.0,716.0
1000.0,0.2,3.0,0.7,200.0,0.851,0.999,0.018,0.001,4040.0,558.0
1000.0,0.2,3.0,0.7,200.0,0.834,1.0,0.011,0.0,5855.0,875.0
1000.0,0.2,3.0,0.7,200.0,0.85,0.999,0.018,0.0,4570.0,757.0
1000.0,0.2,3.0,0.7,200.0,0.842,1.0,0.009,0.0,5451.0,977.0
1000.0,0.2,3.0,0.75,10.0,0.64,0.737,0.015,0.011,471.0,44.0
1000.0,0.2,3.0,0.75,10.0,0.671,0.828,0.021,0.009,468.0,65.0
1000.0,0.2,3.0,0.75,10.0,0.761,0.9,0.014,0.002,627.0,111.0
1000.0,0.2,3.0,0.75,10.0,0.635,0.733,0.019,0.009,389.0,26.0
1000.0,0.2,3.0,0.75,10.0,0.712,0.839,0.022,0.004,541.0,74.0
1000.0,0.2,3.0,0.75,20.0,0.841,0.96,0.016,0.006,752.0,139.0
1000.0,0.2,3.0,0.75,20.0,0.848,0.959,0.008,0.004,954.0,101.0
1000.0,0.2,3.0,0.75,20.0,0.865,0.983,0.017,0.002,934.0,152.0
1000.0,0.2,3.0,0.75,20.0,0.858,0.978,0.02,0.003,1115.0,162.0
1000.0,0.2,3.0,0.75,20.0,0.839,0.966,0.016,0.003,872.0,150.0
1000.0,0.2,3.0,0.75,30.0,0.866,0.99,0.01,0.003,1458.0,243.0
1000.0,0.2,3.0,0.75,30.0,0.872,0.991,0.017,0.003,1413.0,187.0
1000.0,0.2,3.0,0.75,30.0,0.883,0.988,0.012,0.002,1590.0,216.0
1000.0,0.2,3.0,0.75,30.0,0.87,0.985,0.002,0.003,1151.0,190.0
1000.0,0.2,3.0,0.75,30.0,0.88,0.988,0.007,0.005,1536.0,215.0
1000.0,0.2,3.0,0.75,80.0,0.881,1.0,0.013,0.0,3509.0,651.0
1000.0,0.2,3.0,0.75,80.0,0.87,1.0,0.013,0.0,5041.0,858.0
1000.0,0.2,3.0,0.75,80.0,0.88,0.999,0.017,0.001,4322.0,662.0
1000.0,0.2,3.0,0.75,80.0,0.853,1.0,0.009,0.0,4607.0,843.0
1000.0,0.2,3.0,0.75,80.0,0.873,0.999,0.017,0.001,4536.0,714.0
1000.0,0.2,3.0,0.75,120.0,0.868,0.983,0.008,0.002,3591.0,584.0
1000.0,0.2,3.0,0.75,120.0,0.855,1.0,0.01,0.0,6208.0,1142.0
1000.0,0.2,3.0,0.75,120.0,0.865,1.0,0.015,0.0,3875.0,562.0
1000.0,0.2,3.0,0.75,120.0,0.859,1.0,0.015,0.0,6854.0,1121.0
1000.0,0.2,3.0,0.75,120.0,0.842,1.0,0.012,0.0,5601.0,1042.0
1000.0,0.2,3.0,0.75,200.0,0.828,1.0,0.011,0.0,5737.0,967.0
1000.0,0.2,3.0,0.75,200.0,0.851,1.0,0.015,0.0,6918.0,902.0
1000.0,0.2,3.0,0.75,200.0,0.851,1.0,0.014,0.0,6373.0,1032.0
1000.0,0.2,3.0,0.75,200.0,0.851,1.0,0.014,0.0,7085.0,868.0
1000.0,0.2,3.0,0.75,200.0,0.84,1.0,0.011,0.0,6957.0,933.0
1000.0,0.2,3.0,0.8,10.0,0.669,0.742,0.019,0.006,295.0,44.0
1000.0,0.2,3.0,0.8,10.0,0.784,0.905,0.007,0.005,700.0,92.0
1000.0,0.2,3.0,0.8,10.0,0.695,0.795,0.028,0.012,438.0,27.0
1000.0,0.2,3.0,0.8,10.0,0.732,0.862,0.023,0.007,571.0,66.0
1000.0,0.2,3.0,0.8,10.0,0.587,0.68,0.024,0.01,337.0,29.0
1000.0,0.2,3.0,0.8,20.0,0.845,0.998,0.011,0.001,1974.0,706.0
1000.0,0.2,3.0,0.8,20.0,0.844,0.963,0.012,0.005,977.0,194.0
1000.0,0.2,3.0,0.8,20.0,0.825,0.911,0.007,0.007,1205.0,240.0
1000.0,0.2,3.0,0.8,20.0,0.838,0.977,0.017,0.003,984.0,150.0
1000.0,0.2,3.0,0.8,20.0,0.87,0.978,0.007,0.003,1022.0,156.0
1000.0,0.2,3.0,0.8,30.0,0.847,0.93,0.03,0.013,1541.0,251.0
1000.0,0.2,3.0,0.8,30.0,0.849,0.998,0.014,0.001,2692.0,269.0
1000.0,0.2,3.0,0.8,30.0,0.87,0.986,0.009,0.006,1480.0,347.0
1000.0,0.2,3.0,0.8,30.0,0.847,0.969,0.006,0.01,1263.0,195.0
1000.0,0.2,3.0,0.8,30.0,0.852,0.988,0.024,0.003,1573.0,248.0
1000.0,0.2,3.0,0.8,80.0,0.862,1.0,0.016,0.0,4912.0,888.0
1000.0,0.2,3.0,0.8,80.0,0.855,1.0,0.02,0.0,5907.0,954.0
1000.0,0.2,3.0,0.8,80.0,0.872,1.0,0.014,0.0,6274.0,878.0
1000.0,0.2,3.0,0.8,80.0,0.872,1.0,0.014,0.0,5561.0,788.0
1000.0,0.2,3.0,0.8,80.0,0.853,1.0,0.026,0.0,6288.0,1010.0
1000.0,0.2,3.0,0.8,120.0,0.862,1.0,0.01,0.0,4936.0,788.0
1000.0,0.2,3.0,0.8,120.0,0.862,0.999,0.016,0.001,4236.0,705.0
1000.0,0.2,3.0,0.8,120.0,0.862,0.995,0.009,0.002,4882.0,895.0
1000.0,0.2,3.0,0.8,120.0,0.861,1.0,0.018,0.0,7225.0,1005.0
1000.0,0.2,3.0,0.8,120.0,0.855,0.999,0.017,0.001,5157.0,943.0
1000.0,0.2,3.0,0.8,200.0,0.847,1.0,0.013,0.0,6947.0,1139.0
1000.0,0.2,3.0,0.8,200.0,0.864,1.0,0.01,0.0,7503.0,1283.0
1000.0,0.2,3.0,0.8,200.0,0.86,1.0,0.018,0.0,8789.0,1209.0
1000.0,0.2,3.0,0.8,200.0,0.852,1.0,0.014,0.0,8912.0,1418.0
1000.0,0.2,3.0,0.8,200.0,0.835,1.0,0.014,0.0,8146.0,971.0
1000.0,0.2,3.0,0.85,10.0,0.658,0.764,0.017,0.016,385.0,28.0
1000.0,0.2,3.0,0.85,10.0,0.672,0.755,0.013,0.01,392.0,32.0
1000.0,0.2,3.0,0.85,10.0,0.739,0.839,0.023,0.003,487.0,41.0
1000.0,0.2,3.0,0.85,10.0,0.74,0.869,0.021,0.011,672.0,103.0
1000.0,0.2,3.0,0.85,10.0,0.61,0.692,0.023,0.005,301.0,21.0
1000.0,0.2,3.0,0.85,20.0,0.835,0.987,0.01,0.001,3075.0,795.0
1000.0,0.2,3.0,0.85,20.0,0.867,0.988,0.008,0.003,1151.0,166.0
1000.0,0.2,3.0,0.85,20.0,0.85,0.969,0.01,0.006,997.0,168.0
1000.0,0.2,3.0,0.85,20.0,0.84,0.996,0.017,0.001,3818.0,840.0
1000.0,0.2,3.0,0.85,20.0,0.845,0.995,0.016,0.001,1340.0,438.0
1000.0,0.2,3.0,0.85,30.0,0.843,0.999,0.007,0.001,2966.0,385.0
1000.0,0.2,3.0,0.85,30.0,0.857,0.996,0.016,0.002,2070.0,410.0
1000.0,0.2,3.0,0.85,30.0,0.858,0.974,0.01,0.004,1536.0,329.0
1000.0,0.2,3.0,0.85,30.0,0.858,1.0,0.006,0.0,3616.0,207.0
1000.0,0.2,3.0,0.85,30.0,0.856,1.0,0.015,0.0,2955.0,451.0
1000.0,0.2,3.0,0.85,80.0,0.889,0.998,0.016,0.001,5928.0,611.0
1000.0,0.2,3.0,0.85,80.0,0.869,1.0,0.014,0.0,6989.0,848.0
1000.0,0.2,3.0,0.85,80.0,0.862,1.0,0.016,0.0,5835.0,1038.0
1000.0,0.2,3.0,0.85,80.0,0.878,1.0,0.008,0.0,6303.0,705.0
1000.0,0.2,3.0,0.85,80.0,0.875,1.0,0.014,0.0,5762.0,765.0
1000.0,0.2,3.0,0.85,120.0,0.88,1.0,0.012,0.0,8387.0,1297.0
1000.0,0.2,3.0,0.85,120.0,0.852,1.0,0.016,0.0,7375.0,1131.0
1000.0,0.2,3.0,0.85,120.0,0.857,1.0,0.008,0.0,7114.0,880.0
1000.0,0.2,3.0,0.85,120.0,0.878,1.0,0.012,0.0,7352.0,805.0
1000.0,0.2,3.0,0.85,120.0,0.856,1.0,0.011,0.0,8594.0,1255.0
1000.0,0.2,3.0,0.85,200.0,0.878,1.0,0.016,0.0,7180.0,765.0
1000.0,0.2,3.0,0.85,200.0,0.843,1.0,0.022,0.0,8331.0,1028.0
1000.0,0.2,3.0,0.85,200.0,0.878,0.998,0.019,0.001,8716.0,1197.0
1000.0,0.2,3.0,0.85,200.0,0.849,1.0,0.011,0.0,8447.0,1046.0
1000.0,0.2,3.0,0.85,200.0,0.848,1.0,0.011,0.0,8601.0,1132.0
1000.0,0.2,3.0,0.9,10.0,0.675,0.878,0.014,0.012,2195.0,1257.0
1000.0,0.2,3.0,0.9,10.0,0.725,0.854,0.011,0.005,456.0,80.0
1000.0,0.2,3.0,0.9,10.0,0.727,0.841,0.016,0.009,420.0,54.0
1000.0,0.2,3.0,0.9,10.0,0.617,0.702,0.032,0.04,572.0,167.0
1000.0,0.2,3.0,0.9,10.0,0.704,0.809,0.016,0.01,753.0,284.0
1000.0,0.2,3.0,0.9,20.0,0.855,0.99,0.014,0.002,1591.0,519.0
1000.0,0.2,3.0,0.9,20.0,0.836,0.982,0.025,0.002,3963.0,709.0
1000.0,0.2,3.0,0.9,20.0,0.797,0.936,0.014,0.004,4679.0,450.0
1000.0,0.2,3.0,0.9,20.0,0.809,0.981,0.005,0.002,3407.0,655.0
1000.0,0.2,3.0,0.9,20.0,0.836,0.922,0.015,0.003,5203.0,157.0
1000.0,0.2,3.0,0.9,30.0,0.864,1.0,0.012,0.0,4311.0,425.0
1000.0,0.2,3.0,0.9,30.0,0.882,0.984,0.005,0.008,5137.0,391.0
1000.0,0.2,3.0,0.9,30.0,0.883,0.996,0.009,0.001,4951.0,360.0
1000.0,0.2,3.0,0.9,30.0,0.869,1.0,0.014,0.0,4748.0,358.0
1000.0,0.2,3.0,0.9,30.0,0.872,1.0,0.014,0.0,4261.0,622.0
1000.0,0.2,3.0,0.9,80.0,0.888,0.999,0.009,0.001,9083.0,1586.0
1000.0,0.2,3.0,0.9,80.0,0.874,1.0,0.007,0.0,6822.0,924.0
1000.0,0.2,3.0,0.9,80.0,0.876,1.0,0.011,0.0,7708.0,1013.0
1000.0,0.2,3.0,0.9,80.0,0.875,1.0,0.011,0.0,8211.0,1101.0
1000.0,0.2,3.0,0.9,80.0,0.867,1.0,0.011,0.0,8105.0,1083.0
1000.0,0.2,3.0,0.9,120.0,0.885,1.0,0.008,0.0,8752.0,1073.0
1000.0,0.2,3.0,0.9,120.0,0.857,1.0,0.003,0.0,8209.0,1038.0
1000.0,0.2,3.0,0.9,120.0,0.877,1.0,0.016,0.0,9380.0,1138.0
1000.0,0.2,3.0,0.9,120.0,0.88,1.0,0.007,0.0,11003.0,1880.0
1000.0,0.2,3.0,0.9,120.0,0.878,1.0,0.003,0.0,9812.0,1819.0
1000.0,0.2,3.0,0.9,200.0,0.85,1.0,0.011,0.0,8382.0,910.0
1000.0,0.2,3.0,0.9,200.0,0.873,1.0,0.013,0.0,10555.0,1826.0
1000.0,0.2,3.0,0.9,200.0,0.883,0.999,0.007,0.0,9120.0,1578.0
