n_neu,c_ie,L,pneu_e,tau,acc,acc_train,mean,mean_train,num_spikes,std_spikes
125.0,0.1,2.0,0.7,80.0,0.738,0.79,0.012,0.005,261.0,26.0
125.0,0.1,2.0,0.7,80.0,0.63,0.697,0.01,0.005,238.0,37.0
125.0,0.1,2.0,0.7,80.0,0.74,0.781,0.015,0.003,225.0,24.0
125.0,0.1,2.0,0.7,120.0,0.719,0.773,0.016,0.005,268.0,32.0
125.0,0.1,2.0,0.7,120.0,0.725,0.793,0.028,0.011,300.0,34.0
125.0,0.1,2.0,0.7,120.0,0.742,0.802,0.015,0.003,249.0,27.0
125.0,0.1,2.0,0.7,120.0,0.751,0.805,0.016,0.005,222.0,23.0
125.0,0.1,2.0,0.7,120.0,0.772,0.83,0.019,0.006,211.0,23.0
125.0,0.1,2.0,0.7,200.0,0.748,0.797,0.024,0.007,270.0,30.0
125.0,0.1,2.0,0.7,200.0,0.71,0.76,0.008,0.004,227.0,27.0
125.0,0.1,2.0,0.7,200.0,0.733,0.79,0.019,0.005,268.0,28.0
125.0,0.1,2.0,0.7,200.0,0.753,0.831,0.015,0.002,340.0,37.0
125.0,0.1,2.0,0.7,200.0,0.786,0.861,0.024,0.009,398.0,41.0
125.0,0.1,2.0,0.75,10.0,0.146,0.163,0.012,0.003,37.0,3.0
125.0,0.1,2.0,0.75,10.0,0.163,0.173,0.016,0.008,28.0,2.0
125.0,0.1,2.0,0.75,10.0,0.225,0.246,0.018,0.002,61.0,3.0
125.0,0.1,2.0,0.75,10.0,0.308,0.329,0.014,0.004,66.0,5.0
125.0,0.1,2.0,0.75,10.0,0.248,0.28,0.016,0.006,74.0,3.0
125.0,0.1,2.0,0.75,20.0,0.477,0.513,0.025,0.008,39.0,8.0
125.0,0.1,2.0,0.75,20.0,0.523,0.572,0.012,0.004,86.0,15.0
125.0,0.1,2.0,0.75,20.0,0.504,0.544,0.03,0.007,85.0,16.0
125.0,0.1,2.0,0.75,20.0,0.519,0.558,0.015,0.007,65.0,14.0
125.0,0.1,2.0,0.75,20.0,0.462,0.505,0.015,0.004,55.0,10.0
125.0,0.1,2.0,0.75,30.0,0.701,0.744,0.021,0.005,177.0,33.0
125.0,0.1,2.0,0.75,30.0,0.661,0.704,0.01,0.004,103.0,19.0
125.0,0.1,2.0,0.75,30.0,0.568,0.615,0.013,0.009,84.0,17.0
125.0,0.1,2.0,0.75,30.0,0.645,0.699,0.01,0.005,109.0,20.0
125.0,0.1,2.0,0.75,30.0,0.611,0.658,0.016,0.006,122.0,26.0
125.0,0.1,2.0,0.75,80.0,0.678,0.735,0.018,0.004,252.0,32.0
125.0,0.1,2.0,0.75,80.0,0.712,0.779,0.018,0.008,227.0,29.0
125.0,0.1,2.0,0.75,80.0,0.712,0.772,0.023,0.009,293.0,36.0
125.0,0.1,2.0,0.75,80.0,0.622,0.672,0.011,0.003,180.0,18.0
125.0,0.1,2.0,0.75,80.0,0.651,0.725,0.016,0.005,312.0,36.0
125.0,0.1,2.0,0.75,120.0,0.682,0.749,0.021,0.008,331.0,34.0
125.0,0.1,2.0,0.75,120.0,0.753,0.8,0.012,0.006,239.0,24.0
125.0,0.1,2.0,0.75,120.0,0.745,0.803,0.019,0.006,239.0,26.0
125.0,0.1,2.0,0.75,120.0,0.684,0.731,0.025,0.005,172.0,28.0
125.0,0.1,2.0,0.75,120.0,0.762,0.81,0.02,0.005,290.0,38.0
125.0,0.1,2.0,0.75,200.0,0.675,0.744,0.017,0.007,271.0,34.0
125.0,0.1,2.0,0.75,200.0,0.77,0.843,0.017,0.007,361.0,39.0
125.0,0.1,2.0,0.75,200.0,0.659,0.717,0.012,0.009,262.0,30.0
125.0,0.1,2.0,0.75,200.0,0.752,0.809,0.003,0.003,269.0,27.0
125.0,0.1,2.0,0.75,200.0,0.728,0.792,0.014,0.004,352.0,38.0
125.0,0.1,2.0,0.8,10.0,0.179,0.184,0.024,0.006,13.0,2.0
125.0,0.1,2.0,0.8,10.0,0.131,0.141,0.011,0.007,6.0,2.0
125.0,0.1,2.0,0.8,10.0,0.17,0.176,0.012,0.004,13.0,2.0
125.0,0.1,2.0,0.8,10.0,0.223,0.244,0.027,0.008,34.0,3.0
125.0,0.1,2.0,0.8,10.0,0.255,0.274,0.015,0.004,61.0,3.0
125.0,0.1,2.0,0.8,20.0,0.482,0.513,0.012,0.006,72.0,13.0
125.0,0.1,2.0,0.8,20.0,0.61,0.649,0.012,0.006,66.0,15.0
125.0,0.1,2.0,0.8,20.0,0.627,0.692,0.009,0.005,94.0,26.0
125.0,0.1,2.0,0.8,20.0,0.518,0.558,0.03,0.009,45.0,12.0
125.0,0.1,2.0,0.8,20.0,0.471,0.518,0.015,0.003,43.0,15.0
125.0,0.1,2.0,0.8,30.0,0.544,0.591,0.016,0.006,87.0,20.0
125.0,0.1,2.0,0.8,30.0,0.55,0.589,0.018,0.003,94.0,25.0
125.0,0.1,2.0,0.8,30.0,0.656,0.701,0.013,0.005,71.0,18.0
125.0,0.1,2.0,0.8,30.0,0.56,0.609,0.022,0.008,86.0,20.0
125.0,0.1,2.0,0.8,30.0,0.636,0.69,0.017,0.005,154.0,22.0
125.0,0.1,2.0,0.8,80.0,0.713,0.765,0.018,0.009,211.0,29.0
125.0,0.1,2.0,0.8,80.0,0.632,0.706,0.019,0.007,213.0,32.0
125.0,0.1,2.0,0.8,80.0,0.718,0.772,0.017,0.003,270.0,33.0
125.0,0.1,2.0,0.8,80.0,0.724,0.781,0.019,0.003,252.0,31.0
125.0,0.1,2.0,0.8,80.0,0.674,0.73,0.008,0.005,250.0,28.0
125.0,0.1,2.0,0.8,120.0,0.664,0.722,0.01,0.006,301.0,32.0
125.0,0.1,2.0,0.8,120.0,0.696,0.752,0.019,0.006,323.0,29.0
125.0,0.1,2.0,0.8,120.0,0.75,0.819,0.014,0.003,300.0,37.0
125.0,0.1,2.0,0.8,120.0,0.777,0.847,0.019,0.005,338.0,34.0
125.0,0.1,2.0,0.8,120.0,0.71,0.771,0.017,0.004,271.0,31.0
125.0,0.1,2.0,0.8,200.0,0.756,0.837,0.023,0.003,427.0,47.0
125.0,0.1,2.0,0.8,200.0,0.771,0.844,0.016,0.004,356.0,43.0
125.0,0.1,2.0,0.8,200.0,0.727,0.808,0.01,0.003,247.0,29.0
125.0,0.1,2.0,0.8,200.0,0.565,0.623,0.018,0.004,222.0,24.0
125.0,0.1,2.0,0.8,200.0,0.725,0.777,0.018,0.004,261.0,26.0
125.0,0.1,2.0,0.85,10.0,0.243,0.254,0.019,0.004,39.0,3.0
125.0,0.1,2.0,0.85,10.0,0.195,0.205,0.014,0.006,38.0,3.0
125.0,0.1,2.0,0.85,10.0,0.203,0.226,0.01,0.005,57.0,3.0
125.0,0.1,2.0,0.85,10.0,0.182,0.184,0.007,0.004,12.0,2.0
125.0,0.1,2.0,0.85,10.0,0.214,0.231,0.015,0.002,61.0,4.0
125.0,0.1,2.0,0.85,20.0,0.473,0.503,0.01,0.008,42.0,9.0
125.0,0.1,2.0,0.85,20.0,0.55,0.583,0.018,0.003,91.0,15.0
125.0,0.1,2.0,0.85,20.0,0.398,0.441,0.017,0.005,54.0,8.0
125.0,0.1,2.0,0.85,20.0,0.642,0.682,0.013,0.006,95.0,20.0
125.0,0.1,2.0,0.85,20.0,0.538,0.575,0.009,0.003,55.0,14.0
125.0,0.1,2.0,0.85,30.0,0.528,0.583,0.019,0.007,75.0,19.0
125.0,0.1,2.0,0.85,30.0,0.61,0.665,0.014,0.003,107.0,23.0
125.0,0.1,2.0,0.85,30.0,0.704,0.756,0.011,0.007,136.0,22.0
125.0,0.1,2.0,0.85,30.0,0.599,0.644,0.012,0.008,96.0,21.0
125.0,0.1,2.0,0.85,30.0,0.572,0.632,0.019,0.003,134.0,22.0
125.0,0.1,2.0,0.85,80.0,0.693,0.762,0.013,0.006,241.0,31.0
125.0,0.1,2.0,0.85,80.0,0.663,0.723,0.018,0.003,214.0,29.0
125.0,0.1,2.0,0.85,80.0,0.704,0.785,0.017,0.003,354.0,48.0
125.0,0.1,2.0,0.85,80.0,0.766,0.829,0.016,0.006,254.0,25.0
125.0,0.1,2.0,0.85,80.0,0.738,0.794,0.015,0.005,251.0,29.0
125.0,0.1,2.0,0.85,120.0,0.745,0.799,0.018,0.005,323.0,34.0
125.0,0.1,2.0,0.85,120.0,0.723,0.797,0.011,0.005,307.0,45.0
125.0,0.1,2.0,0.85,120.0,0.745,0.818,0.017,0.007,271.0,32.0
125.0,0.1,2.0,0.85,120.0,0.772,0.83,0.009,0.005,302.0,27.0
125.0,0.1,2.0,0.85,120.0,0.686,0.751,0.022,0.009,290.0,40.0
125.0,0.1,2.0,0.85,200.0,0.636,0.705,0.032,0.008,240.0,25.0
125.0,0.1,2.0,0.85,200.0,0.687,0.76,0.028,0.005,259.0,26.0
125.0,0.1,2.0,0.85,200.0,0.79,0.87,0.012,0.004,365.0,34.0
125.0,0.1,2.0,0.85,200.0,0.735,0.796,0.008,0.004,264.0,35.0
125.0,0.1,2.0,0.85,200.0,0.753,0.8,0.023,0.004,216.0,27.0
125.0,0.1,2.0,0.9,10.0,0.232,0.253,0.023,0.009,63.0,2.0
125.0,0.1,2.0,0.9,10.0,0.232,0.249,0.028,0.007,64.0,2.0
125.0,0.1,2.0,0.9,10.0,0.165,0.182,0.009,0.007,44.0,2.0
125.0,0.1,2.0,0.9,10.0,0.189,0.206,0.015,0.005,38.0,3.0
125.0,0.1,2.0,0.9,10.0,0.152,0.162,0.005,0.008,22.0,1.0
125.0,0.1,2.0,0.9,20.0,0.521,0.564,0.015,0.002,70.0,11.0
125.0,0.1,2.0,0.9,20.0,0.488,0.537,0.022,0.004,67.0,15.0
125.0,0.1,2.0,0.9,20.0,0.519,0.563,0.016,0.006,61.0,11.0
125.0,0.1,2.0,0.9,20.0,0.58,0.634,0.015,0.009,118.0,17.0
125.0,0.1,2.0,0.9,20.0,0.583,0.642,0.014,0.006,123.0,16.0
125.0,0.1,2.0,0.9,30.0,0.516,0.557,0.01,0.003,62.0,13.0
125.0,0.1,2.0,0.9,30.0,0.635,0.698,0.018,0.005,145.0,26.0
125.0,0.1,2.0,0.9,30.0,0.53,0.573,0.035,0.009,120.0,23.0
125.0,0.1,2.0,0.9,30.0,0.675,0.727,0.016,0.005,159.0,27.0
125.0,0.1,2.0,0.9,30.0,0.602,0.669,0.005,0.004,117.0,25.0
125.0,0.1,2.0,0.9,80.0,0.703,0.764,0.018,0.006,216.0,26.0
125.0,0.1,2.0,0.9,80.0,0.781,0.845,0.018,0.001,301.0,39.0
125.0,0.1,2.0,0.9,80.0,0.756,0.807,0.012,0.004,281.0,36.0
125.0,0.1,2.0,0.9,80.0,0.744,0.803,0.014,0.006,252.0,33.0
125.0,0.1,2.0,0.9,80.0,0.617,0.662,0.019,0.007,222.0,30.0
125.0,0.1,2.0,0.9,120.0,0.784,0.838,0.011,0.006,295.0,33.0
125.0,0.1,2.0,0.9,120.0,0.728,0.783,0.019,0.004,213.0,22.0
125.0,0.1,2.0,0.9,120.0,0.806,0.868,0.013,0.003,240.0,30.0
125.0,0.1,2.0,0.9,120.0,0.741,0.789,0.01,0.004,234.0,25.0
125.0,0.1,2.0,0.9,120.0,0.736,0.796,0.019,0.007,251.0,30.0
125.0,0.1,2.0,0.9,200.0,0.65,0.716,0.014,0.005,293.0,40.0
125.0,0.1,2.0,0.9,200.0,0.757,0.813,0.018,0.001,260.0,35.0
125.0,0.1,2.0,0.9,200.0,0.748,0.8,0.014,0.006,299.0,36.0
125.0,0.1,2.0,0.9,200.0,0.709,0.765,0.015,0.009,237.0,27.0
125.0,0.1,2.0,0.9,200.0,0.731,0.804,0.006,0.004,314.0,32.0
125.0,0.1,3.0,0.7,10.0,0.204,0.226,0.013,0.003,72.0,3.0
125.0,0.1,3.0,0.7,10.0,0.185,0.204,0.013,0.011,29.0,2.0
125.0,0.1,3.0,0.7,10.0,0.186,0.21,0.012,0.008,54.0,3.0
125.0,0.1,3.0,0.7,10.0,0.192,0.211,0.006,0.003,44.0,2.0
125.0,0.1,3.0,0.7,10.0,0.146,0.163,0.008,0.006,35.0,1.0
125.0,0.1,3.0,0.7,20.0,0.516,0.563,0.022,0.003,61.0,15.0
125.0,0.1,3.0,0.7,20.0,0.407,0.454,0.015,0.001,56.0,15.0
125.0,0.1,3.0,0.7,20.0,0.548,0.597,0.022,0.003,78.0,18.0
125.0,0.1,3.0,0.7,20.0,0.507,0.556,0.02,0.006,40.0,15.0
125.0,0.1,3.0,0.7,20.0,0.67,0.72,0.016,0.004,108.0,21.0
125.0,0.1,3.0,0.7,30.0,0.638,0.694,0.026,0.004,105.0,21.0
125.0,0.1,3.0,0.7,30.0,0.622,0.704,0.022,0.005,158.0,26.0
125.0,0.1,3.0,0.7,30.0,0.609,0.666,0.009,0.006,158.0,28.0
125.0,0.1,3.0,0.7,30.0,0.665,0.724,0.019,0.005,201.0,32.0
125.0,0.1,3.0,0.7,30.0,0.605,0.658,0.007,0.01,114.0,24.0
125.0,0.1,3.0,0.7,80.0,0.725,0.787,0.022,0.003,229.0,32.0
125.0,0.1,3.0,0.7,80.0,0.68,0.745,0.02,0.007,279.0,28.0
125.0,0.1,3.0,0.7,80.0,0.723,0.787,0.006,0.004,315.0,48.0
125.0,0.1,3.0,0.7,80.0,0.697,0.766,0.012,0.004,237.0,33.0
125.0,0.1,3.0,0.7,80.0,0.64,0.685,0.019,0.006,168.0,19.0
125.0,0.1,3.0,0.7,120.0,0.747,0.81,0.013,0.006,350.0,52.0
125.0,0.1,3.0,0.7,120.0,0.747,0.852,0.014,0.003,397.0,51.0
125.0,0.1,3.0,0.7,120.0,0.732,0.805,0.017,0.006,235.0,23.0
125.0,0.1,3.0,0.7,120.0,0.742,0.813,0.016,0.003,297.0,41.0
125.0,0.1,3.0,0.7,120.0,0.716,0.782,0.021,0.006,285.0,45.0
125.0,0.1,3.0,0.7,200.0,0.733,0.838,0.008,0.007,445.0,56.0
125.0,0.1,3.0,0.7,200.0,0.737,0.817,0.012,0.004,368.0,43.0
125.0,0.1,3.0,0.7,200.0,0.691,0.812,0.022,0.004,404.0,75.0
125.0,0.1,3.0,0.7,200.0,0.733,0.804,0.014,0.005,328.0,33.0
125.0,0.1,3.0,0.7,200.0,0.68,0.77,0.019,0.006,344.0,40.0
125.0,0.1,3.0,0.75,10.0,0.192,0.201,0.02,0.006,21.0,1.0
125.0,0.1,3.0,0.75,10.0,0.323,0.343,0.016,0.006,49.0,5.0
125.0,0.1,3.0,0.75,10.0,0.177,0.183,0.017,0.006,41.0,2.0
125.0,0.1,3.0,0.75,10.0,0.235,0.241,0.017,0.004,28.0,4.0
125.0,0.1,3.0,0.75,10.0,0.493,0.542,0.016,0.004,119.0,19.0
125.0,0.1,3.0,0.75,20.0,0.456,0.505,0.01,0.005,48.0,13.0
125.0,0.1,3.0,0.75,20.0,0.42,0.465,0.018,0.003,37.0,11.0
125.0,0.1,3.0,0.75,20.0,0.599,0.659,0.023,0.004,110.0,30.0
125.0,0.1,3.0,0.75,20.0,0.516,0.568,0.021,0.006,94.0,22.0
125.0,0.1,3.0,0.75,20.0,0.606,0.646,0.016,0.005,107.0,13.0
125.0,0.1,3.0,0.75,30.0,0.659,0.703,0.019,0.004,148.0,25.0
125.0,0.1,3.0,0.75,30.0,0.602,0.665,0.015,0.007,121.0,26.0
125.0,0.1,3.0,0.75,30.0,0.668,0.718,0.023,0.005,140.0,25.0
125.0,0.1,3.0,0.75,30.0,0.679,0.739,0.013,0.003,169.0,28.0
125.0,0.1,3.0,0.75,30.0,0.595,0.655,0.018,0.003,115.0,28.0
125.0,0.1,3.0,0.75,80.0,0.725,0.794,0.011,0.006,254.0,26.0
125.0,0.1,3.0,0.75,80.0,0.716,0.776,0.02,0.003,261.0,28.0
125.0,0.1,3.0,0.75,80.0,0.74,0.808,0.015,0.005,205.0,19.0
125.0,0.1,3.0,0.75,80.0,0.752,0.806,0.017,0.005,228.0,26.0
125.0,0.1,3.0,0.75,80.0,0.712,0.775,0.009,0.003,206.0,26.0
125.0,0.1,3.0,0.75,120.0,0.74,0.803,0.018,0.004,294.0,38.0
125.0,0.1,3.0,0.75,120.0,0.703,0.802,0.022,0.004,315.0,38.0
125.0,0.1,3.0,0.75,120.0,0.699,0.771,0.018,0.004,311.0,40.0
125.0,0.1,3.0,0.75,120.0,0.755,0.816,0.011,0.005,284.0,43.0
125.0,0.1,3.0,0.75,120.0,0.724,0.809,0.01,0.005,303.0,35.0
125.0,0.1,3.0,0.75,200.0,0.73,0.808,0.022,0.006,273.0,41.0
125.0,0.1,3.0,0.75,200.0,0.657,0.751,0.009,0.002,266.0,33.0
125.0,0.1,3.0,0.75,200.0,0.702,0.807,0.007,0.004,444.0,67.0
125.0,0.1,3.0,0.75,200.0,0.746,0.859,0.018,0.003,636.0,78.0
125.0,0.1,3.0,0.75,200.0,0.742,0.845,0.009,0.007,409.0,65.0
125.0,0.1,3.0,0.8,10.0,0.157,0.179,0.014,0.004,40.0,3.0
125.0,0.1,3.0,0.8,10.0,0.249,0.255,0.013,0.008,15.0,3.0
125.0,0.1,3.0,0.8,10.0,0.319,0.342,0.017,0.007,35.0,4.0
125.0,0.1,3.0,0.8,10.0,0.131,0.141,0.019,0.003,23.0,1.0
125.0,0.1,3.0,0.8,10.0,0.143,0.154,0.02,0.005,14.0,1.0
125.0,0.1,3.0,0.8,20.0,0.55,0.608,0.013,0.007,89.0,17.0
125.0,0.1,3.0,0.8,20.0,0.679,0.733,0.03,0.007,110.0,20.0
125.0,0.1,3.0,0.8,20.0,0.497,0.538,0.019,0.004,108.0,19.0
125.0,0.1,3.0,0.8,20.0,0.476,0.522,0.009,0.004,64.0,16.0
125.0,0.1,3.0,0.8,20.0,0.634,0.697,0.025,0.006,136.0,21.0
125.0,0.1,3.0,0.8,30.0,0.666,0.726,0.028,0.004,104.0,26.0
125.0,0.1,3.0,0.8,30.0,0.662,0.721,0.025,0.004,208.0,38.0
125.0,0.1,3.0,0.8,30.0,0.607,0.648,0.03,0.008,98.0,11.0
125.0,0.1,3.0,0.8,30.0,0.688,0.749,0.014,0.006,206.0,34.0
125.0,0.1,3.0,0.8,30.0,0.58,0.627,0.018,0.01,106.0,18.0
125.0,0.1,3.0,0.8,80.0,0.698,0.753,0.018,0.004,174.0,22.0
125.0,0.1,3.0,0.8,80.0,0.755,0.821,0.023,0.007,301.0,37.0
125.0,0.1,3.0,0.8,80.0,0.685,0.75,0.024,0.007,240.0,31.0
125.0,0.1,3.0,0.8,80.0,0.643,0.696,0.025,0.008,232.0,28.0
125.0,0.1,3.0,0.8,80.0,0.652,0.75,0.017,0.006,284.0,40.0
125.0,0.1,3.0,0.8,120.0,0.709,0.806,0.024,0.007,327.0,53.0
125.0,0.1,3.0,0.8,120.0,0.716,0.806,0.034,0.008,284.0,38.0
125.0,0.1,3.0,0.8,120.0,0.714,0.795,0.008,0.005,330.0,44.0
125.0,0.1,3.0,0.8,120.0,0.75,0.842,0.009,0.004,424.0,65.0
125.0,0.1,3.0,0.8,120.0,0.752,0.872,0.014,0.003,404.0,70.0
125.0,0.1,3.0,0.8,200.0,0.772,0.867,0.014,0.006,427.0,53.0
125.0,0.1,3.0,0.8,200.0,0.726,0.84,0.018,0.002,357.0,45.0
125.0,0.1,3.0,0.8,200.0,0.712,0.858,0.022,0.01,581.0,77.0
125.0,0.1,3.0,0.8,200.0,0.707,0.828,0.021,0.005,354.0,42.0
125.0,0.1,3.0,0.8,200.0,0.704,0.814,0.002,0.007,321.0,49.0
125.0,0.1,3.0,0.85,10.0,0.261,0.269,0.015,0.005,47.0,7.0
125.0,0.1,3.0,0.85,10.0,0.391,0.44,0.027,0.01,100.0,10.0
125.0,0.1,3.0,0.85,10.0,0.248,0.266,0.02,0.005,32.0,4.0
125.0,0.1,3.0,0.85,10.0,0.18,0.196,0.025,0.007,59.0,5.0
125.0,0.1,3.0,0.85,10.0,0.176,0.19,0.011,0.007,26.0,2.0
125.0,0.1,3.0,0.85,20.0,0.678,0.728,0.013,0.005,94.0,20.0
125.0,0.1,3.0,0.85,20.0,0.6,0.659,0.014,0.003,86.0,19.0
125.0,0.1,3.0,0.85,20.0,0.553,0.597,0.014,0.005,127.0,21.0
125.0,0.1,3.0,0.85,20.0,0.45,0.503,0.021,0.007,63.0,13.0
125.0,0.1,3.0,0.85,20.0,0.554,0.608,0.013,0.005,86.0,15.0
125.0,0.1,3.0,0.85,30.0,0.666,0.718,0.02,0.006,176.0,33.0
125.0,0.1,3.0,0.85,30.0,0.651,0.712,0.016,0.006,109.0,25.0
125.0,0.1,3.0,0.85,30.0,0.62,0.67,0.012,0.004,81.0,18.0
125.0,0.1,3.0,0.85,30.0,0.536,0.594,0.017,0.006,156.0,18.0
125.0,0.1,3.0,0.85,30.0,0.678,0.763,0.023,0.009,225.0,36.0
125.0,0.1,3.0,0.85,80.0,0.678,0.736,0.024,0.005,211.0,27.0
125.0,0.1,3.0,0.85,80.0,0.762,0.845,0.018,0.005,331.0,41.0
125.0,0.1,3.0,0.85,80.0,0.709,0.793,0.032,0.008,254.0,38.0
125.0,0.1,3.0,0.85,80.0,0.702,0.782,0.022,0.009,253.0,39.0
125.0,0.1,3.0,0.85,80.0,0.703,0.774,0.019,0.007,200.0,28.0
125.0,0.1,3.0,0.85,120.0,0.722,0.806,0.017,0.004,296.0,45.0
125.0,0.1,3.0,0.85,120.0,0.735,0.823,0.019,0.004,454.0,55.0
125.0,0.1,3.0,0.85,120.0,0.721,0.793,0.012,0.008,329.0,44.0
125.0,0.1,3.0,0.85,120.0,0.745,0.826,0.023,0.01,276.0,48.0
125.0,0.1,3.0,0.85,120.0,0.672,0.823,0.02,0.004,410.0,58.0
125.0,0.1,3.0,0.85,200.0,0.754,0.839,0.011,0.006,462.0,60.0
125.0,0.1,3.0,0.85,200.0,0.664,0.807,0.011,0.003,470.0,76.0
125.0,0.1,3.0,0.85,200.0,0.676,0.785,0.016,0.004,365.0,50.0
125.0,0.1,3.0,0.85,200.0,0.727,0.839,0.016,0.008,537.0,87.0
125.0,0.1,3.0,0.85,200.0,0.685,0.811,0.01,0.003,409.0,60.0
125.0,0.1,3.0,0.9,10.0,0.265,0.283,0.014,0.005,32.0,5.0
125.0,0.1,3.0,0.9,10.0,0.219,0.24,0.019,0.004,45.0,5.0
125.0,0.1,3.0,0.9,10.0,0.308,0.324,0.021,0.008,43.0,3.0
125.0,0.1,3.0,0.9,10.0,0.298,0.323,0.005,0.003,59.0,7.0
125.0,0.1,3.0,0.9,10.0,0.219,0.229,0.008,0.003,22.0,3.0
125.0,0.1,3.0,0.9,20.0,0.618,0.691,0.019,0.005,93.0,15.0
125.0,0.1,3.0,0.9,20.0,0.563,0.604,0.023,0.009,77.0,16.0
125.0,0.1,3.0,0.9,20.0,0.533,0.591,0.024,0.004,110.0,18.0
125.0,0.1,3.0,0.9,20.0,0.599,0.653,0.018,0.006,109.0,22.0
125.0,0.1,3.0,0.9,20.0,0.635,0.684,0.018,0.004,153.0,33.0
125.0,0.1,3.0,0.9,30.0,0.515,0.58,0.031,0.009,202.0,24.0
125.0,0.1,3.0,0.9,30.0,0.727,0.784,0.023,0.008,198.0,31.0
125.0,0.1,3.0,0.9,30.0,0.535,0.591,0.015,0.005,110.0,26.0
125.0,0.1,3.0,0.9,30.0,0.485,0.527,0.017,0.007,108.0,18.0
125.0,0.1,3.0,0.9,30.0,0.615,0.659,0.019,0.008,117.0,22.0
125.0,0.1,3.0,0.9,80.0,0.714,0.789,0.031,0.011,340.0,50.0
125.0,0.1,3.0,0.9,80.0,0.739,0.828,0.018,0.005,366.0,46.0
125.0,0.1,3.0,0.9,80.0,0.745,0.809,0.009,0.004,233.0,35.0
125.0,0.1,3.0,0.9,80.0,0.623,0.675,0.017,0.011,177.0,22.0
125.0,0.1,3.0,0.9,80.0,0.69,0.783,0.011,0.008,335.0,61.0
125.0,0.1,3.0,0.9,120.0,0.747,0.81,0.019,0.002,244.0,33.0
125.0,0.1,3.0,0.9,120.0,0.733,0.83,0.012,0.004,322.0,47.0
125.0,0.1,3.0,0.9,120.0,0.709,0.822,0.021,0.005,456.0,65.0
125.0,0.1,3.0,0.9,120.0,0.687,0.765,0.022,0.005,312.0,39.0
125.0,0.1,3.0,0.9,120.0,0.688,0.8,0.018,0.01,438.0,73.0
125.0,0.1,3.0,0.9,200.0,0.731,0.85,0.016,0.002,446.0,55.0
125.0,0.1,3.0,0.9,200.0,0.633,0.736,0.017,0.006,258.0,44.0
125.0,0.1,3.0,0.9,200.0,0.747,0.868,0.025,0.004,546.0,60.0
125.0,0.1,3.0,0.9,200.0,0.701,0.828,0.022,0.007,499.0,70.0
125.0,0.1,3.0,0.9,200.0,0.754,0.878,0.012,0.007,413.0,49.0
125.0,0.2,2.0,0.7,10.0,0.235,0.264,0.01,0.005,104.0,7.0
125.0,0.2,2.0,0.7,10.0,0.188,0.204,0.004,0.007,30.0,3.0
125.0,0.2,2.0,0.7,10.0,0.256,0.263,0.017,0.005,36.0,2.0
125.0,0.2,2.0,0.7,10.0,0.175,0.192,0.011,0.002,30.0,2.0
125.0,0.2,2.0,0.7,10.0,0.198,0.207,0.02,0.007,41.0,2.0
125.0,0.2,2.0,0.7,20.0,0.594,0.632,0.012,0.006,105.0,19.0
125.0,0.2,2.0,0.7,20.0,0.519,0.56,0.01,0.007,52.0,11.0
125.0,0.2,2.0,0.7,20.0,0.564,0.61,0.021,0.009,94.0,18.0
125.0,0.2,2.0,0.7,20.0,0.502,0.561,0.02,0.008,102.0,16.0
125.0,0.2,2.0,0.7,20.0,0.528,0.567,0.02,0.005,63.0,12.0
125.0,0.2,2.0,0.7,30.0,0.584,0.631,0.026,0.007,103.0,20.0
125.0,0.2,2.0,0.7,30.0,0.648,0.7,0.016,0.007,129.0,29.0
125.0,0.2,2.0,0.7,30.0,0.61,0.659,0.01,0.004,104.0,17.0
125.0,0.2,2.0,0.7,30.0,0.695,0.749,0.011,0.002,146.0,25.0
125.0,0.2,2.0,0.7,30.0,0.646,0.698,0.023,0.006,106.0,18.0
125.0,0.2,2.0,0.7,80.0,0.746,0.801,0.018,0.005,278.0,34.0
125.0,0.2,2.0,0.7,80.0,0.708,0.759,0.012,0.005,186.0,27.0
125.0,0.2,2.0,0.7,80.0,0.752,0.808,0.015,0.004,183.0,23.0
125.0,0.2,2.0,0.7,80.0,0.742,0.814,0.018,0.007,255.0,34.0
125.0,0.2,2.0,0.7,80.0,0.702,0.752,0.021,0.004,202.0,24.0
125.0,0.2,2.0,0.7,120.0,0.75,0.802,0.015,0.005,304.0,32.0
125.0,0.2,2.0,0.7,120.0,0.71,0.767,0.023,0.005,243.0,29.0
125.0,0.2,2.0,0.7,120.0,0.77,0.835,0.016,0.005,304.0,32.0
125.0,0.2,2.0,0.7,120.0,0.744,0.797,0.01,0.004,287.0,26.0
125.0,0.2,2.0,0.7,120.0,0.709,0.765,0.014,0.004,298.0,34.0
125.0,0.2,2.0,0.7,200.0,0.681,0.724,0.012,0.003,219.0,22.0
125.0,0.2,2.0,0.7,200.0,0.715,0.772,0.014,0.003,239.0,37.0
125.0,0.2,2.0,0.7,200.0,0.615,0.649,0.031,0.01,211.0,24.0
125.0,0.2,2.0,0.7,200.0,0.72,0.775,0.023,0.008,277.0,32.0
125.0,0.2,2.0,0.7,200.0,0.751,0.83,0.013,0.004,358.0,40.0
125.0,0.2,2.0,0.75,10.0,0.245,0.27,0.01,0.008,95.0,4.0
125.0,0.2,2.0,0.75,10.0,0.162,0.173,0.008,0.001,26.0,2.0
125.0,0.2,2.0,0.75,10.0,0.218,0.229,0.017,0.005,34.0,6.0
125.0,0.2,2.0,0.75,10.0,0.215,0.222,0.021,0.006,34.0,2.0
